date,AAPL,ABT,BAC,CVX,GS,INTC,JNJ,JPM,KO,MCD,MSFT,PFE,PG,WMT,XOM
2006-02-02,0.642758276734892,8.673617379884035e-18,8.673617379884035e-19,0.0,0.35724172326510806,0.0,0.0,0.0,5.204170427930421e-18,1.6479873021779667e-17,1.4230153513872246e-17,0.0,7.719519468096792e-17,0.0,0.0
2006-02-03,0.7088544611707746,1.0408340855860843e-17,1.2793585635328952e-17,1.2034644114589099e-17,0.29114553882922556,2.3418766925686896e-17,2.688821387764051e-17,0.0,1.3552527156068805e-18,0.0,0.0,0.0,0.0,2.6020852139652106e-17,0.0
2006-02-06,0.5413627680717681,0.0,0.0,2.6020852139652106e-18,0.4586372319282322,1.5517643593698782e-17,2.2551405187698492e-17,0.0,1.1275702593849246e-17,0.0,1.0408340855860843e-17,8.673617379884035e-19,3.9085488318102435e-17,3.638853541404474e-17,0.0
2006-02-07,0.5829800206968552,0.0,0.0,0.0,0.4170199793031447,3.5561831257524545e-17,4.336808689942018e-18,5.204170427930421e-18,0.0,0.0,0.0,0.0,7.806255641895632e-17,1.474514954580286e-17,3.9898639947466563e-17
2006-02-08,0.5817742366617381,0.0,6.938893903907228e-18,3.2526065174565133e-18,0.4182257633382622,1.1709383462843448e-17,0.0,0.0,1.734723475976807e-18,3.0357660829594124e-18,1.2387009820646888e-17,6.5052130349130266e-18,0.0,1.6479873021779667e-17,9.540979117872439e-18
2006-02-09,0.5206959056008807,1.8214596497756474e-17,3.848917712323541e-18,0.0,0.47930409439911914,2.7538735181131813e-17,3.165870343657673e-17,4.2934406030425976e-17,0.0,3.946495907847236e-17,8.890457814381136e-18,0.0,2.7755575615628914e-17,3.7730235602495554e-17,0.0
2006-02-10,0.6056818391641674,0.0,0.0,0.0,0.3943181608358327,3.599551212651875e-17,2.0816681711721685e-17,1.6263032587282567e-17,0.0,0.0,0.0,0.0,0.0,3.165870343657673e-17,0.0
2006-02-13,0.49020023028672255,3.924811864397526e-17,1.984089975648473e-17,1.4785807127271067e-17,0.5052950508257505,0.0,1.691355389077387e-17,0.0,4.9873299934333204e-18,2.2646272877790974e-17,0.0,0.0,0.004504718887526946,5.421010862427522e-18,1.5504091066542713e-17
2006-02-14,0.45713203764791277,1.8214596497756474e-17,3.469446951953614e-18,0.0,0.5428679623520871,3.209238430557093e-17,2.7321894746634712e-17,0.0,6.5052130349130266e-18,0.0,1.8214596497756474e-17,3.279711571768651e-18,5.898059818321144e-17,4.5536491244391186e-17,0.0
2006-02-15,0.398163853401372,0.0,0.0,0.0,0.601836146598628,4.412702842016003e-17,3.762859164882504e-17,5.117434254131581e-17,5.204170427930421e-18,0.0,0.0,0.0,2.2551405187698492e-17,5.1770653736182837e-17,0.0
2006-02-16,0.37824749304919664,8.673617379884035e-18,2.7755575615628914e-17,3.469446951953614e-17,0.6217525069508035,1.3877787807814457e-17,0.0,2.0816681711721685e-17,1.214306433183765e-17,0.0,1.0408340855860843e-17,9.215718466126788e-18,2.7755575615628914e-17,0.0,0.0
2006-02-17,0.4004113093465953,3.8163916471489756e-17,4.846383711010205e-17,2.7755575615628914e-17,0.5995886906534047,0.0,0.0,0.0,3.122502256758253e-17,1.395910297075087e-17,2.6020852139652106e-17,2.2551405187698492e-17,0.0,0.0,3.350184712980209e-17
2006-02-21,0.38928765944720256,3.599551212651875e-17,2.1412992906588713e-17,4.672911363412524e-17,0.6107123405527976,0.0,0.0,0.0,1.1384122811097797e-17,0.0,4.206704429243757e-17,3.572446158339737e-17,8.782037597132586e-18,0.0,1.0462550964485118e-17
2006-02-22,0.43055568029828006,0.0,0.0,0.0,0.56944431970172,4.336808689942018e-18,0.0,5.198749417067994e-17,0.0,0.0,0.0,0.0,3.140120542061142e-17,4.423544863740858e-17,0.0
2006-02-23,0.42451417164760286,1.734723475976807e-17,0.0,2.42861286636753e-17,0.575485828352397,0.0,0.0,1.2706849461530112e-16,2.1250362580715887e-17,0.0,3.2851325826310784e-17,0.0,1.6588293239028218e-16,0.0,1.3118846287074604e-17
2006-02-24,0.3913740769408066,2.5912431922403556e-17,9.64939933512099e-18,1.8973538018496328e-17,0.6086259230591935,1.962405932198763e-17,7.589415207398531e-18,1.0842021724855044e-17,2.927345865710862e-18,0.0,2.7972416050126014e-17,5.117434254131581e-17,5.312590645178972e-18,2.3852447794681098e-17,8.673617379884035e-19
