Date,portfolio_return
2008-08-13,-0.00035758032686451584
2008-08-14,0.00592424246777541
2008-08-15,-0.016867607127775845
2008-08-18,-0.004515286915428537
2008-08-19,-0.007201674223685776
2008-08-20,0.012040486384269732
2008-08-21,-0.005723015325682481
2008-08-22,0.01578518665380742
2008-08-25,-0.022560273252093803
2008-08-26,0.005027760509402345
2008-08-27,0.005356728608037484
2008-08-28,0.0056678492156262686
2008-08-29,-0.020955119067050623
2008-09-02,-0.004324953593851573
2008-09-03,-0.00609407489647823
2008-09-04,-0.033985107386336255
2008-09-05,-0.001445252482091059
2008-09-08,0.010238887807709814
2008-09-09,-0.014081376734772081
2008-09-10,0.003673293196403987
2008-09-11,0.013873104705372997
2008-09-12,-0.016346829259274945
2008-09-15,-0.03493079991102483
2008-09-16,0.0021455894699266
2008-09-17,-0.07123220186840035
2008-09-18,0.03649755730148965
2008-09-19,0.027338000247254024
2008-09-22,-0.04983652003365114
2008-09-23,-0.028042343446149354
2008-09-24,0.0037711347226726407
2008-09-25,0.01968158836129565
2008-09-26,-0.008853347930811835
2008-09-29,-0.16313706411105036
2008-09-30,0.051494939248621266
2008-10-01,-0.004411649897640242
2008-10-02,-0.060110839089438546
2008-10-03,-0.02633483090249722
2008-10-06,-0.017705290908065573
2008-10-07,-0.07017820959840436
2008-10-08,-0.009147267768477959
2008-10-09,-0.026448640077537906
2008-10-10,0.058544014711908524
2008-10-13,0.12876927605454097
2008-10-14,-0.041433640904674
2008-10-15,-0.06776139566376192
2008-10-16,0.04611712364393909
2008-10-17,-0.02929730600004952
2008-10-20,0.035268660241234595
2008-10-21,-0.03188981775798734
2008-10-22,-0.01775128866705273
2008-10-23,0.02429511182320905
2008-10-24,-0.03252895705246974
2008-10-27,-0.040867275259323536
2008-10-28,0.08881207709276578
2008-10-29,0.03558499295287515
2008-10-30,0.050446799562019105
2008-10-31,-0.021449962397506992
2008-11-03,-0.008268652122180677
2008-11-04,0.025772162441658912
2008-11-05,-0.0616088678981061
2008-11-06,-0.0434680771809181
2008-11-07,0.005936121590410363
2008-11-10,-0.01280165209669112
2008-11-11,-0.007906084411339517
2008-11-12,-0.05405941779425247
2008-11-13,0.056674990319726615
2008-11-14,-0.03522692778299648
2008-11-17,-0.017113347473499695
2008-11-18,0.016680639817204003
2008-11-19,-0.023087555014644354
2008-11-20,-0.05772577094603898
2008-11-21,0.036803781480235914
2008-11-24,0.06229362017239063
2008-11-25,-0.002370675134281552
2008-11-26,0.03571749623905968
2008-11-28,-0.0037137718507426563
2008-12-01,-0.042872833412666775
2008-12-02,0.03650961452066176
2008-12-03,0.03934302318857687
2008-12-04,-0.01679814518170521
2008-12-05,0.029466472440349636
2008-12-08,-0.019796195971829682
2008-12-09,-0.009892998683141096
2008-12-10,0.023403613291411687
2008-12-11,-0.023845345988229443
2008-12-12,0.014414170969939959
2008-12-15,0.0026478523999160443
2008-12-16,0.03362447617577802
2008-12-17,-0.03646693622323979
2008-12-18,-0.017119167721157482
2008-12-19,-0.003724275199307017
2008-12-22,-0.01856486281606496
2008-12-23,0.002971926780774605
2008-12-24,0.008063157498389227
2008-12-26,0.007222843290827445
2008-12-29,2.7328841070200692e-05
2008-12-30,0.004263861699805152
2008-12-31,0.00590506617856098
2009-01-02,0.04482457545416865
2009-01-05,0.017698960209737248
2009-01-06,-0.023616539663342644
2009-01-07,-0.018566969522980297
2009-01-08,0.004742940928786467
2009-01-09,-0.0069835819971637405
2009-01-12,-0.011665744075656905
2009-01-13,-0.012258776909446174
2009-01-14,-0.030065300965359847
2009-01-15,-0.007579785627835042
2009-01-16,0.024451012722720978
2009-01-20,-0.039771129231496
2009-01-21,0.03136699858590918
2009-01-22,0.0015683042722347028
2009-01-23,-0.006210724399780611
2009-01-26,0.011116367269998262
2009-01-27,0.007553210817229759
2009-01-28,0.012496398169438238
2009-01-29,-0.013400741440791349
2009-01-30,-0.002903037369652492
2009-02-02,-0.0016460405187570673
2009-02-03,0.017579782797590413
2009-02-04,-0.017617449870064476
2009-02-05,0.009976621897422037
2009-02-06,0.018994232427510978
2009-02-09,0.015054461509769856
2009-02-10,-0.029530876505359356
2009-02-11,-0.003316447427927765
2009-02-12,0.015475750535395886
2009-02-13,-0.004444783163064066
2009-02-17,-0.02104160982636954
2009-02-18,0.004885030246879195
2009-02-19,-0.016451007192456738
2009-02-20,-0.0129361914113698
2009-02-23,-0.014230447513824272
2009-02-24,0.027824160500772972
2009-02-25,-0.00984518774182032
2009-02-26,-0.025467372258571472
2009-02-27,0.0011696911306547078
2009-03-02,-0.0077996070598378925
2009-03-03,0.004521203747714411
2009-03-04,0.01704745967734185
2009-03-05,-0.035873088835192454
2009-03-06,-0.011235161023399083
2009-03-09,-0.012528078339686955
2009-03-10,0.037663796030030894
2009-03-11,0.010804727742784898
2009-03-12,0.03127108263273104
2009-03-13,0.004042352463356572
2009-03-16,-0.009952907854462048
2009-03-17,0.036027449413117515
2009-03-18,0.024737009441048112
2009-03-19,-0.013977971306285827
2009-03-20,-0.012536624651085324
2009-03-23,0.04734253981975679
2009-03-24,-0.0192378232402463
2009-03-25,0.023247796563584996
2009-03-26,0.025672375246759374
2009-03-27,-0.02382210581578699
2009-03-30,-0.021285961183672767
2009-03-31,0.010447718505587445
2009-04-01,0.007477142340325519
2009-04-02,0.015222574758499948
2009-04-03,0.018044776733820912
2009-04-06,-0.012911199672663033
2009-04-07,-0.010650967188621484
2009-04-08,0.004273014560529669
2009-04-09,0.01866807003723526
2009-04-13,-0.004695491777484397
2009-04-14,-0.022266035101795444
2009-04-15,-0.014583994904386846
2009-04-16,0.012545522676443306
2009-04-17,0.025346763931998778
2009-04-20,-0.01505382735492403
2009-04-21,0.005781475900779743
2009-04-22,-0.026845565135943182
2009-04-23,0.01925310790929792
2009-04-24,-0.015801443007894277
2009-04-27,0.0031709552497705433
2009-04-28,-0.00030335636441576564
2009-04-29,0.004463845621605947
2009-04-30,-0.020552225324062035
2009-05-01,-0.015983398219299443
2009-05-04,0.01379927659266845
2009-05-05,0.007016866514574692
2009-05-06,0.0071901188279213405
2009-05-07,-0.0013500956400073541
2009-05-08,0.026201941562563724
2009-05-11,-0.002687607210510642
2009-05-12,-0.005992655774493867
2009-05-13,-0.007883277185242732
2009-05-14,0.005201028703702473
2009-05-15,-0.0023662464834201093
2009-05-18,0.024833772821937362
2009-05-19,-0.00440801501281918
2009-05-20,0.012693538463182566
2009-05-21,-0.011930694652085018
2009-05-22,0.01940796995313723
2009-05-26,0.03516948661809831
2009-05-27,-0.012732531945942384
2009-05-28,0.005286506366225215
2009-05-29,0.013422552463155669
2009-06-01,0.02064513840941051
2009-06-02,0.008330997686681704
2009-06-03,0.009020947337845127
2009-06-04,-0.0037974015300630505
2009-06-05,-0.005075084937315049
2009-06-08,-0.018065379631637665
2009-06-09,0.004703013227197343
2009-06-10,-0.01297377675501487
2009-06-11,-0.009859916216565878
2009-06-12,0.012588400318130046
2009-06-15,-0.010500004479636726
2009-06-16,-0.009648777335255671
2009-06-17,-0.0007357382602975787
2009-06-18,0.01210459637214986
2009-06-19,-6.062949135033306e-06
2009-06-22,-0.016973398975946227
2009-06-23,-0.006670283582265956
2009-06-24,-0.005222087290186179
2009-06-25,0.02051805512036101
2009-06-26,-0.004430854840068752
2009-06-29,0.003021627341451849
2009-06-30,0.0009264583010927666
2009-07-01,0.011272649033965904
2009-07-02,-0.012778130965067127
2009-07-06,0.005894903760819729
2009-07-07,-0.019788780313353092
2009-07-08,0.005468252702565585
2009-07-09,-0.004955986182584637
2009-07-10,0.002631721761543164
2009-07-13,0.007049145655802612
2009-07-14,0.0038276079309854803
2009-07-15,0.002009206499462362
2009-07-16,0.0028757595433957775
2009-07-17,0.01470225549338347
2009-07-20,0.008010579550729877
2009-07-21,0.002580033940334373
2009-07-22,0.00124180731643928
2009-07-23,-0.04378227398278151
2009-07-24,0.0023735267372428097
2009-07-27,-0.0016006438452751085
2009-07-28,0.008888971103744522
2009-07-29,-0.0007825065191299697
2009-07-30,-0.01074238348489822
2009-07-31,-0.010029740287406535
2009-08-03,0.003622706348131807
2009-08-04,-0.00392167633740172
2009-08-05,-0.00012250499036364125
2009-08-06,-0.005163991045412337
2009-08-07,0.007254341529768282
2009-08-10,0.01381717898704842
2009-08-11,-0.0033257703593662625
2009-08-12,0.0013923762529761165
2009-08-13,-0.0070691171798596885
2009-08-14,-0.008214358413255974
2009-08-17,-0.011447795890542909
2009-08-18,0.011587998369875013
2009-08-19,0.006569307737463288
2009-08-20,0.008998000239780715
2009-08-21,0.004356339229509317
2009-08-24,-0.005190429437143468
2009-08-25,0.00835249327893478
2009-08-26,0.006748512686735145
2009-08-27,0.0047068190607166965
2009-08-28,-0.010608775246317642
2009-08-31,0.0011216587912440256
2009-09-01,-0.009616292403596828
2009-09-02,-0.0043113273745645445
2009-09-03,0.003386764195687917
2009-09-04,0.011134738716005281
2009-09-08,0.002822564697300372
2009-09-09,-0.018947762627211588
2009-09-10,-0.002893478274216735
2009-09-11,-0.0070526885803501955
2009-09-14,-0.0002610135101706135
2009-09-15,0.012505671559736963
2009-09-16,0.02822741464624891
2009-09-17,-0.0009045588317262721
2009-09-18,0.006173510494024814
2009-09-21,-0.010189902434537455
2009-09-22,-0.0037693338808661467
2009-09-23,-0.0034289732097802206
2009-09-24,0.011063658327213906
2009-09-25,0.009610006657736958
2009-09-28,0.006138791815440416
2009-09-29,0.0016209263434986368
2009-09-30,-0.0008602788213921707
2009-10-01,-0.008364619444709885
2009-10-02,0.004533474549857422
2009-10-05,-1.402867897171407e-05
2009-10-06,0.016051238379501065
2009-10-07,-0.003777810115909258
2009-10-08,-0.004832471409330981
2009-10-09,-0.0027634596196967434
2009-10-12,-6.02929204439937e-05
2009-10-13,0.00411597800022622
2009-10-14,0.007588448346308142
2009-10-15,0.012261217777953833
2009-10-16,0.0015131892907696374
2009-10-19,0.006631506178342338
2009-10-20,-0.0061893097695714374
2009-10-21,-0.0009570177894678113
2009-10-22,0.015709879017338096
2009-10-23,-0.005419218538985653
2009-10-26,-0.004295581113538775
2009-10-27,-0.008097178836409761
2009-10-28,-0.010732562969177808
2009-10-29,0.012443505258135187
2009-10-30,-0.008686111539497547
2009-11-02,0.009086498923354037
2009-11-03,0.00030967612929763704
2009-11-04,0.016649074022364263
2009-11-05,0.018997688189843178
2009-11-06,0.0028148056216609416
2009-11-09,0.014891568321745772
2009-11-10,-0.003943951428121878
2009-11-11,0.00777003603580719
2009-11-12,-0.009965535771470538
2009-11-13,0.017032742381573093
2009-11-16,0.01388328365504428
2009-11-17,-0.011224046862049196
2009-11-18,0.0038562878213516823
2009-11-19,-0.012958461416288173
2009-11-20,0.007183894359710834
2009-11-23,0.004295277561579211
2009-11-24,0.005232002329436707
2009-11-25,0.0024982702016145136
2009-11-27,-0.007641080533968192
2009-11-30,-0.005042195581497125
2009-12-01,0.004116417898466264
2009-12-02,-0.014757382337626626
2009-12-03,-0.006319572646257118
2009-12-04,-0.007529742637825211
2009-12-07,0.0016176580926428852
2009-12-08,-0.010435760622547271
2009-12-09,0.0005172864691157426
2009-12-10,0.007508399418182286
2009-12-11,0.008450519402865203
2009-12-14,0.007026072471672614
2009-12-15,-0.004973255783373428
2009-12-16,0.006228067930166104
2009-12-17,-0.0078061727247464964
2009-12-18,0.006003676394689003
2009-12-21,0.00872453485864558
2009-12-22,0.006226081049528195
2009-12-23,0.005526675023076287
2009-12-24,0.00831015536742633
2009-12-28,0.005061955304221594
2009-12-29,-0.0028428987459262786
2009-12-30,-0.005875996785079208
2009-12-31,-0.006787577017502611
2010-01-04,0.006802533745613718
2010-01-05,-0.005632932277288377
2010-01-06,-0.014052332670405641
2010-01-07,0.006042989446839679
2010-01-08,7.077312120737322e-05
2010-01-11,0.0037358949139882545
2010-01-12,0.0012996829807819831
2010-01-13,0.000954627890969874
2010-01-14,3.10011036744112e-05
2010-01-15,-0.007420704418955124
2010-01-19,0.024287901253591482
2010-01-20,-0.010234690484990197
2010-01-21,-0.0015772396084226688
2010-01-22,-0.00908699034577231
2010-01-25,0.0022774558525632134
2010-01-26,0.011716275053631963
2010-01-27,0.00020209602978837635
2010-01-28,-0.018056565929612058
2010-01-29,-0.010575388055021038
2010-02-01,0.016712510740797066
2010-02-02,0.005675866873409149
2010-02-03,0.014602647057870757
2010-02-04,-0.0203845461237004
2010-02-05,-0.00445039305579678
2010-02-08,-0.007070806650285406
2010-02-09,0.010351540948950994
2010-02-10,-0.005005425969149515
2010-02-11,0.009806820398201518
2010-02-12,-0.0015354358633132912
2010-02-16,0.010641444436841197
2010-02-17,0.00208384791240903
2010-02-18,0.003071486302895142
2010-02-19,0.002618930420007676
2010-02-22,-0.0004522428467781444
2010-02-23,-0.000985067002344441
2010-02-24,0.008711010214878584
2010-02-25,-0.007247408004380737
2010-02-26,-0.0008896480610652175
2010-03-01,0.008605939629645457
2010-03-02,0.0011210564672840281
2010-03-03,-0.005632206042796703
2010-03-04,-0.0018161647805977786
2010-03-05,0.011536617197847479
2010-03-08,0.019514000318415294
2010-03-09,0.002177160272043179
2010-03-10,-0.0010098774848985232
2010-03-11,0.0034145259928566474
2010-03-12,0.0021659615145149603
2010-03-15,0.0004929472924993252
2010-03-16,0.0018632376325656893
2010-03-17,0.00330049561806532
2010-03-18,0.004027519349043076
2010-03-19,-0.0034154856181319443
2010-03-22,0.008085934258863016
2010-03-23,0.009564634831796797
2010-03-24,-0.0053698411231655994
2010-03-25,-0.0030200849709651747
2010-03-26,0.008331103318257533
2010-03-29,-0.001559647909732629
2010-03-30,0.004209568933682015
2010-03-31,-0.006831602571076508
2010-04-01,0.01161682010029121
2010-04-05,0.005287996110250421
2010-04-06,-0.0022006203814528198
2010-04-07,-0.000863018848354205
2010-04-08,0.011442931690366077
2010-04-09,0.0039537303726835124
2010-04-12,-0.001231976945543325
2010-04-13,0.0036689203104511357
2010-04-14,0.008677231258932843
2010-04-15,-0.00024830937345355535
2010-04-16,-0.0005655361771647251
2010-04-19,0.008465297183558861
2010-04-20,-0.0025784371551738593
2010-04-21,0.013255432914393605
2010-04-22,0.012620973594005432
2010-04-23,0.004951138208262014
2010-04-26,-0.0029252156343864146
2010-04-27,-0.014722839096964029
2010-04-28,-0.0003164235897355227
2010-04-29,0.017955175754095103
2010-04-30,-0.016383613248663983
2010-05-03,0.012322668231264027
2010-05-04,-0.01643669339154916
2010-05-05,-0.0021832166810253333
2010-05-06,-0.025388825731784394
2010-05-07,-0.026738133492621663
2010-05-10,0.048070594795975
2010-05-11,0.0010433196731287557
2010-05-12,0.009194044721373178
2010-05-13,-0.006233025782400843
2010-05-14,-0.012642054948341556
2010-05-17,0.004578264861939218
2010-05-18,-0.004119124194229359
2010-05-19,-0.01050147364793572
2010-05-20,-0.03121440814411055
2010-05-21,0.0074265518034268225
2010-05-24,0.004741675032887275
2010-05-25,-0.002759328566655094
2010-05-26,-0.016719272276920227
2010-05-27,0.02868378713035245
2010-05-28,0.0006435271064153896
2010-06-01,0.00018786521930573737
2010-06-02,0.01838118626184372
2010-06-03,0.00020816638908991466
2010-06-04,-0.022224931988084326
2010-06-07,-0.005792357547389372
2010-06-08,0.013831809687311637
2010-06-09,-0.009372798606444438
2010-06-10,0.02106294331765108
2010-06-11,0.004190543178037013
2010-06-14,-0.0013784901807386966
2010-06-15,0.016850004285168686
2010-06-16,0.008157204220450937
2010-06-17,0.003194002643838071
2010-06-18,0.000977592359163064
2010-06-21,-0.0027716896495834802
2010-06-22,-0.0074447664251023225
2010-06-23,-0.0024853752805349587
2010-06-24,-0.010404926788065306
2010-06-25,-0.008540187509652675
2010-06-28,0.003911865197694851
2010-06-29,-0.02306056340994917
2010-06-30,-0.011592527542034152
2010-07-01,0.007091015447510311
2010-07-02,-0.006307741168606738
2010-07-06,0.0030001965422157147
2010-07-07,0.02283515532651477
2010-07-08,0.015847228526007142
2010-07-09,0.0031572724556790848
2010-07-12,0.0034648554516057066
2010-07-13,0.004295408130524165
2010-07-14,0.0016119255931988127
2010-07-15,0.0017510780252735065
2010-07-16,-0.01596428426752644
2010-07-19,-0.005796617977466721
2010-07-20,0.012117221918329325
2010-07-21,-0.00837363298608965
2010-07-22,0.0159641121509104
2010-07-23,-0.011623114508268112
2010-07-26,0.008668497576938898
2010-07-27,0.0018680634573910726
2010-07-28,-0.009037163345586123
2010-07-29,-0.005895870414363689
2010-07-30,0.002021269834828636
2010-08-02,0.012794378101813261
2010-08-03,0.003339272372863854
2010-08-04,0.0037424342089980604
2010-08-05,-0.0036878256656734994
2010-08-06,0.009745314910338415
2010-08-09,0.011585636494598634
2010-08-10,-0.004036984430501997
2010-08-11,-0.023380092778624257
2010-08-12,0.0063685021599085385
2010-08-13,-0.005202295718380472
2010-08-16,-0.0018284402951463117
2010-08-17,0.019012186021223697
2010-08-18,0.00035477304966544766
2010-08-19,-0.006958842968549412
2010-08-20,0.0005659446191457128
2010-08-23,-0.0018488154233787556
2010-08-24,-0.013746099898559475
2010-08-25,0.007945567054822925
2010-08-26,-0.004424903935788874
2010-08-27,0.010726281945137812
2010-08-30,-0.005190624851736415
2010-08-31,0.002735230130970194
2010-09-01,0.023741836620313816
2010-09-02,0.006182149412609122
2010-09-03,0.008903457688755518
2010-09-07,0.004795526457352588
2010-09-08,0.006981284525783982
2010-09-09,-0.013481824135060497
2010-09-10,0.005877344207891803
2010-09-13,0.00086943222630455
2010-09-14,-0.004119790945429684
2010-09-15,0.009504086776996297
2010-09-16,0.006327108090794576
2010-09-17,-0.004524314923541725
2010-09-20,0.015693186632310726
2010-09-21,0.003861389679759202
2010-09-22,0.00121865217574288
2010-09-23,-0.0030017975732394434
2010-09-24,0.00786016633103442
2010-09-27,-0.0036384139355261757
2010-09-28,-0.00349001128533755
2010-09-29,-0.001066735387947041
2010-09-30,-0.003766267617562924
2010-10-01,0.0019516152524942493
2010-10-04,-0.004545156773256192
2010-10-05,0.017775012566369052
2010-10-06,0.0008765147303482041
2010-10-07,0.0025590818869014164
2010-10-08,0.005669986895223907
2010-10-11,-0.0032797679369157614
2010-10-12,-0.0017164087646721637
2010-10-13,0.003338329486707278
2010-10-14,0.010919310350114793
2010-10-15,0.01622665172150263
2010-10-18,0.002471511299835708
2010-10-19,-0.011038064362361218
2010-10-20,0.0045845441318792726
2010-10-21,0.009848034671799203
2010-10-22,-0.0013455794163119129
2010-10-25,0.0012735886950011172
2010-10-26,0.000251575453713452
2010-10-27,-0.01025548227303726
2010-10-28,-0.002395507760667109
2010-10-29,-0.0028032482207985448
2010-11-01,0.0031009450121989297
2010-11-02,0.009711177634624306
2010-11-03,0.003865580638198098
2010-11-04,0.010361435156457162
2010-11-05,-4.301219298397097e-05
2010-11-08,-0.0005666503898183047
2010-11-09,-0.0034956698577957544
2010-11-10,0.004516974451882504
2010-11-11,0.0006312201277286526
2010-11-12,-0.013462100777493775
2010-11-15,0.0020978264421714545
2010-11-16,-0.019683951355609325
2010-11-17,0.006980516218720919
2010-11-18,0.014068834256500889
2010-11-19,0.0032213088476407714
2010-11-22,0.0024985361066258106
2010-11-23,-0.009367131506556485
2010-11-24,0.008954649470580694
2010-11-26,-0.007007515096873512
2010-11-29,0.003921333218469285
2010-11-30,-0.0043831737111161805
2010-12-01,0.014876997635094917
2010-12-02,0.0035304719596897
2010-12-03,0.0007709936977497456
2010-12-06,0.0009720511748393709
2010-12-07,0.007396349869349889
2010-12-08,-0.00991002364997913
2010-12-09,-0.011081271183432148
2010-12-10,0.0009086567318467856
2010-12-13,-0.002645346799768334
2010-12-14,0.0010196412958542193
2010-12-15,-0.0011577626521944362
2010-12-16,0.0006600709521728824
2010-12-17,0.0007153922020368599
2010-12-20,0.0019002020853752166
2010-12-21,0.0005026003967731659
2010-12-22,0.0012202543741850424
2010-12-23,0.00028681798209146325
2010-12-27,-0.0035885661831411707
2010-12-28,0.0008616097388914388
2010-12-29,0.004528048926478587
2010-12-30,-0.002771187174661388
2010-12-31,-0.000929919371029389
2011-01-03,0.005366785065816194
2011-01-04,-0.015557961327867659
2011-01-05,0.004732768848139312
2011-01-06,-0.004317539289809589
2011-01-07,0.0016487376850057769
2011-01-10,-0.0050458688436697315
2011-01-11,0.005013749398789169
2011-01-12,0.0016533741765359725
2011-01-13,-0.005454252730721318
2011-01-14,0.014316836755407502
2011-01-18,-0.0022314423220232407
2011-01-19,0.0043502207318966805
2011-01-20,-0.007173365719254364
2011-01-21,-0.00713727221990861
2011-01-24,0.011311308539047592
2011-01-25,0.009829443182640629
2011-01-26,-0.0007368582271106486
2011-01-27,-0.005475933878128454
2011-01-28,-0.01636711157646238
2011-01-31,0.006194204588178393
2011-02-01,0.003902546955302285
2011-02-02,0.0010361331089908071
2011-02-03,0.0015184406183441522
2011-02-04,0.003940454552932084
2011-02-07,-0.0018957347757306282
2011-02-08,0.018880549500204163
2011-02-09,0.00656292448477243
2011-02-10,-0.004595921896396567
2011-02-11,0.0041529836214433055
2011-02-14,-0.002449070246050208
2011-02-15,-0.00018186679589180579
2011-02-16,-0.0010523611702525438
2011-02-17,-0.004351857268186396
2011-02-18,-0.002736694558297206
2011-02-22,-0.02011430520188403
2011-02-23,-0.0024255624854842366
2011-02-24,-0.005233965049549585
2011-02-25,0.001750206542368348
2011-02-28,0.012309248149254845
2011-03-01,-0.01084196459118012
2011-03-02,0.00023439420409315055
2011-03-03,0.015388311438484214
2011-03-04,-0.0010913298184805713
2011-03-07,-0.0024544164319219987
2011-03-08,-0.0033986371988962297
2011-03-09,-0.0011670797559612573
2011-03-10,0.004057921658312026
2011-03-11,0.005292489419138836
2011-03-14,-0.007085531134368935
2011-03-15,-0.009236146272186666
2011-03-16,-0.026997793928803797
2011-03-17,0.004272477417398281
2011-03-18,-0.004389174967578744
2011-03-21,0.013064487761925224
2011-03-22,0.002423489566837737
2011-03-23,0.0037295058580970476
2011-03-24,0.008997025883768937
2011-03-25,0.008630986369277123
2011-03-28,-0.003201841960764733
2011-03-29,0.0030435229592775045
2011-03-30,0.002706162228486674
2011-03-31,0.000505853991352116
2011-04-01,-0.0021743815497128204
2011-04-04,0.00076336835912196
2011-04-05,-0.0006745424807625133
2011-04-06,0.0015709684786358587
2011-04-07,-0.004195914600417007
2011-04-08,-0.003503224129958667
2011-04-11,-7.738884142051493e-05
2011-04-12,0.0076540537657272326
2011-04-13,0.004051676493694428
2011-04-14,-0.0016095934369418036
2011-04-15,0.0001594780119513576
2011-04-18,0.0008353174257453558
2011-04-19,0.0018253134281575045
2011-04-20,0.01580254094131695
2011-04-21,-0.004225298946699875
2011-04-25,0.003900615330621634
2011-04-26,-0.004378214651593472
2011-04-27,0.008344913812763933
2011-04-28,0.00029985614902379595
2011-04-29,0.005479333356638548
2011-05-02,0.0009461099458450468
