date,rolling_vol,hist_var_95,hist_es_95,param_var_95,param_es_95,rolling_sharpe
2006-01-03,0.10952152364821562,0.011133528832072895,0.013083433315900938,0.010952464963453033,0.013835362153720202,0.9105225755768135
2006-01-04,0.10938954448053097,0.011133528832072895,0.013083433315900938,0.010903403124192584,0.013782826272472227,0.9931411985421347
2006-01-05,0.1093570335086108,0.011133528832072895,0.013083433315900938,0.010892587132003124,0.013771154505212449,1.0105979281561692
2006-01-06,0.10946659775170932,0.011133528832072895,0.013083433315900938,0.01089780787952734,0.013779259274416249,1.0237024249026363
2006-01-09,0.10956723516680374,0.011133528832072895,0.013083433315900938,0.010898876543749832,0.013782976982512012,1.0442874266895732
2006-01-10,0.10956678853020824,0.011133528832072895,0.013083433315900938,0.010898900474977342,0.013782989157078878,1.0441302030570585
2006-01-11,0.10910843439924635,0.011116501729921603,0.013083433315900938,0.01078260920222892,0.01365463278705751,1.207415348190408
2006-01-12,0.10920653048947912,0.011116501729921603,0.013083433315900938,0.010845394307946683,0.013720000042233095,1.0849054711897588
2006-01-13,0.1088901265924013,0.011116501729921603,0.013083433315900938,0.010773437108445102,0.013639714252373286,1.1787136448780016
2006-01-17,0.10884160457423207,0.011116501729921603,0.013083433315900938,0.010808503374047446,0.013673503289672127,1.086410012016715
2006-01-18,0.10930820587051132,0.011393170307587675,0.013112324943813548,0.010930734690150365,0.01380801679032846,0.9114398666559643
2006-01-19,0.1090463105600874,0.011393170307587675,0.013112324943813548,0.010860088700154128,0.013730477020649333,1.0141767630331127
2006-01-20,0.11054084008005284,0.011699367758685552,0.013605878544958545,0.011073968372682612,0.013983696676866492,0.865911444727988
2006-01-23,0.1103776581485668,0.011699367758685552,0.013605878544958545,0.011013028191961358,0.013918461114597273,0.9677195818559774
2006-01-24,0.11045621924539559,0.011699367758685552,0.013605878544958545,0.01103785556701941,0.013945356426237723,0.9289603716163435
2006-01-25,0.11012136821898039,0.011699367758685552,0.013605878544958545,0.011033002798366557,0.013931689489820811,0.8634924682772324
2006-01-26,0.1102055929754182,0.011699367758685552,0.013605878544958545,0.011033204344364103,0.013934108054953934,0.8823272287656774
2006-01-27,0.11056804686546473,0.011699367758685552,0.013605878544958545,0.011034311828962803,0.013944756287949932,0.9625061987933002
2006-01-30,0.1106373649352915,0.011699367758685552,0.013605878544958545,0.011016513423037864,0.013928782517604207,1.0188023705643565
2006-01-31,0.11059573641294188,0.011699367758685552,0.013605878544958545,0.011054499967101701,0.01396567328847097,0.9228025552359516
2006-02-01,0.11051610067475309,0.011699367758685552,0.013605878544958545,0.011056866945140562,0.013965944042514566,0.8992550503581769
2006-02-02,0.11069539703693244,0.011699367758685552,0.013605878544958545,0.011132700658512948,0.01404649731202107,0.7674548253038361
2006-02-03,0.11091137377869201,0.011699367758685552,0.013605878544958545,0.0111751776230261,0.014094659357614557,0.720295311080062
2006-02-06,0.11064444376698235,0.011699367758685552,0.013605878544958545,0.011202552577162336,0.01411500800536715,0.5966913268340612
2006-02-07,0.11079646426318156,0.011699367758685552,0.013605878544958545,0.011246425088664956,0.01416288209981673,0.5319136436238086
2006-02-08,0.11117137992914765,0.011699367758685552,0.013605878544958545,0.01126374229663224,0.014190068083199085,0.5789235346283126
2006-02-09,0.11097660917404617,0.011699367758685552,0.013605878544958545,0.011230372699810866,0.014151571603150339,0.6098867214261132
2006-02-10,0.11094579617171708,0.011699367758685552,0.013605878544958545,0.011232810182490248,0.014153198005825726,0.5972677759868312
2006-02-13,0.11079158560532028,0.011699367758685552,0.013605878544958545,0.011273142234605042,0.014189470826533159,0.4700180265168128
2006-02-14,0.11110077075158704,0.011699367758685552,0.013605878544958545,0.011288989576753712,0.014213456742358981,0.505430519910324
2006-02-15,0.11108957986588222,0.011699367758685552,0.013605878544958545,0.01128862923504706,0.014212801826838156,0.5036684680792942
2006-02-16,0.11122805642848253,0.011699367758685552,0.013605878544958545,0.011283322620761486,0.014211140283219426,0.5475720989568773
2006-02-17,0.11087826162898286,0.011699367758685552,0.013605878544958545,0.011221239329036134,0.014139849463959244,0.6080253445136496
2006-02-21,0.11086255055662834,0.011699367758685552,0.013605878544958545,0.011254334332360382,0.014172530910159391,0.529183358057668
2006-02-22,0.11022058618460691,0.011393170307587675,0.013520968577620508,0.01111574992781141,0.014017048299461493,0.6970331260686228
2006-02-23,0.11002903468343418,0.011393170307587675,0.013520968577620508,0.011137375339281058,0.014033631567011592,0.6032603001872728
2006-02-24,0.10977660528200106,0.011393170307587675,0.013520968577620508,0.011131957927584564,0.014021569543480902,0.5570411923298683
2006-02-27,0.10941100670183829,0.011393170307587675,0.013520968577620508,0.011122799229663666,0.014002787320572327,0.4927461291220799
2006-02-28,0.1098887698620234,0.011499524387028826,0.013520968577620508,0.011196441669594602,0.014089005754940072,0.43524870336405674
2006-03-01,0.10993210530698566,0.011499524387028826,0.013520968577620508,0.011197614993171729,0.01409131978244789,0.4426805909183625
2006-03-02,0.10999576850919635,0.011499524387028826,0.013520968577620508,0.011218126195127692,0.014113506768858478,0.4105458994449343
2006-03-03,0.10994273333641821,0.011499524387028826,0.013520968577620508,0.011201111255254343,0.014095095802473678,0.4371481486972216
2006-03-06,0.10962873986955139,0.011499524387028826,0.013520968577620508,0.011237212356468016,0.014122931762249945,0.28062919940127545
2006-03-07,0.10960293940137893,0.011499524387028826,0.013520968577620508,0.011240295697000458,0.01412533596598147,0.2674594457427221
2006-03-08,0.10915549534130256,0.011499524387028826,0.013520968577620508,0.01115199984863842,0.014025262202369285,0.36536479463759536
2006-03-09,0.10857240137412653,0.011311171258387109,0.013384276929784803,0.011067208676018096,0.013925122448907144,0.42389817723918516
2006-03-10,0.10863799378567512,0.011311171258387109,0.013384276929784803,0.011060518708867517,0.013920159048121397,0.45492568813576495
2006-03-13,0.10842966452742013,0.011311171258387109,0.013384276929784803,0.010995210844621225,0.013849367404858273,0.5574125907260847
2006-03-14,0.10870439878816969,0.011311171258387109,0.013384276929784803,0.011004862635437285,0.013866250930606444,0.5996211963522405
2006-03-15,0.10848346792784648,0.011311171258387109,0.013384276929784803,0.01095028189755853,0.01380585470609773,0.6744532587481524
2006-03-16,0.10840720948158332,0.011311171258387109,0.013384276929784803,0.010924673134933317,0.013778238618764614,0.7160892184212831
2006-03-17,0.10842024729145995,0.011311171258387109,0.013384276929784803,0.010923198935459994,0.0137771076090517,0.7225695157444404
2006-03-20,0.10841442635813354,0.011311171258387109,0.013384276929784803,0.010926389438266314,0.013780144889443171,0.7137903107333214
2006-03-21,0.10842565547374719,0.011311171258387109,0.013384276929784803,0.010928533057128735,0.013782584088432432,0.711438459296822
2006-03-22,0.10777561811985194,0.011116501729921603,0.01332808482613925,0.010799177444542434,0.013636117767387285,0.8607003578443835
2006-03-23,0.10789174542169151,0.011116501729921603,0.01332808482613925,0.010851949123099603,0.013691946224749523,0.7646208506127553
2006-03-24,0.10788184356959676,0.011116501729921603,0.01332808482613925,0.010842295929408777,0.013682032388030443,0.7848432183786429
2006-03-27,0.10787240977885759,0.011116501729921603,0.01332808482613925,0.010855800739166803,0.01369528887537741,0.7510798491548861
2006-03-28,0.10794281791104542,0.011116501729921603,0.01332808482613925,0.010866400636991095,0.01370774210211546,0.7428753884017081
2006-03-29,0.10736750579435246,0.011116501729921603,0.01332808482613925,0.0108293016641796,0.013655499387421152,0.6940171476502442
2006-03-30,0.10717606411601623,0.011116501729921603,0.01332808482613925,0.010791907723683398,0.013613066193833949,0.7365392992575857
2006-03-31,0.10713441746251297,0.011116501729921603,0.01332808482613925,0.010784021620120446,0.013604083839813834,0.7452248988489064
2006-04-03,0.10717799040150279,0.011116501729921603,0.01332808482613925,0.0107806371972341,0.013601846372331331,0.7634949416701272
2006-04-04,0.1068850398343196,0.011116501729921603,0.01332808482613925,0.01077551353562876,0.01358901147425952,0.7061017451111523
2006-04-05,0.10708898495252243,0.011116501729921603,0.01332808482613925,0.010784477425164028,0.01360334374060923,0.7333907714784371
2006-04-06,0.10675818581183351,0.011116501729921603,0.01332808482613925,0.010779435173778707,0.01358959397784653,0.6666574908772338
2006-04-07,0.10697847539451993,0.011116501729921603,0.01332808482613925,0.010812101557808054,0.013628058968376384,0.6421034682541392
2006-04-10,0.10695152179320376,0.011116501729921603,0.01332808482613925,0.010787738957391385,0.013602986877633854,0.6930881593266494
2006-04-11,0.1070588995716812,0.011116501729921603,0.01332808482613925,0.010843944281361704,0.013662018669731697,0.5862834303377769
2006-04-12,0.10668447379676846,0.011116501729921603,0.01332808482613925,0.010776435280649652,0.013584653788837346,0.6561630067648125
2006-04-13,0.10596475475799777,0.011010185083944178,0.013249105639529211,0.010650671060544747,0.013439944653381206,0.7823566511949619
2006-04-17,0.10525567754817643,0.010722832647440545,0.013105528045436028,0.010544729733099736,0.013315338531768042,0.8653648030945196
2006-04-18,0.10610283608668038,0.010722832647440545,0.013105528045436028,0.01058844376833083,0.013381352028228407,0.9631126464927275
2006-04-19,0.10589503792130753,0.010722832647440545,0.013105528045436028,0.01058949245996459,0.013376930920619597,0.9112688065614123
2006-04-20,0.10463392790377893,0.01045482103136795,0.012667353294815541,0.010379275555377689,0.013133518253181289,1.113829504857003
2006-04-21,0.10329632509276153,0.01045482103136795,0.012667353294815541,0.010311195303841078,0.013030228745444393,0.9562209394973807
2006-04-24,0.1032801753409274,0.01045482103136795,0.012667353294815541,0.010308442033021512,0.013027050370292496,0.9590053741710817
2006-04-25,0.10301517583028938,0.01045482103136795,0.012667353294815541,0.010321328768275682,0.01303296161507509,0.8627788954075922
2006-04-26,0.10305091368573448,0.01045482103136795,0.012667353294815541,0.010273185686397355,0.01298575924840613,0.9892637762633592
2006-04-27,0.1034270588615594,0.01045482103136795,0.012667353294815541,0.010282717542006598,0.01300519224339325,1.0574034228231675
2006-04-28,0.10271114939990883,0.010206042684040009,0.012538784487401438,0.010171508152365248,0.012875138216581698,1.1556253419152016
2006-05-01,0.10215959127884845,0.010206042684040009,0.012538784487401438,0.01018713420039105,0.012876245790936687,0.9823451162485192
2006-05-02,0.10231496123102841,0.010206042684040009,0.012538784487401438,0.010193466736422076,0.012886668076486084,1.004907568234714
2006-05-03,0.10260586031630002,0.010206042684040009,0.012538784487401438,0.010253409857513654,0.012954268433595257,0.928866523315706
2006-05-04,0.10224087563063662,0.010206042684040009,0.012538784487401438,0.010245271405224734,0.01293652261565126,0.8590285909680067
2006-05-05,0.10291578036257266,0.010206042684040009,0.012538784487401438,0.010261730850113018,0.012970747344390469,0.9843257809993974
2006-05-08,0.10288368454524092,0.010206042684040009,0.012538784487401438,0.010240378053049608,0.012948549700227394,1.0287879906083384
2006-05-09,0.10269150605902964,0.010206042684040009,0.012538784487401438,0.010242094246202737,0.012945207245550643,0.9776368401157811
2006-05-10,0.10217215728845136,0.009917543420504849,0.012502843116346416,0.010159347856163401,0.01284879021743401,1.0539686278778917
2006-05-11,0.10286235856761167,0.010206042684040009,0.012631901634025423,0.01028836886848268,0.012995979159326671,0.9060162254806917
2006-05-12,0.10280189257768313,0.010206042684040009,0.012595409230150885,0.010280221077464848,0.012986239742967396,0.9111638390561841
2006-05-15,0.1028833132803518,0.010206042684040009,0.012595409230150885,0.010245128037829981,0.01295328991233049,1.0170629755454748
2006-05-16,0.10270665564221201,0.010206042684040009,0.012595409230150885,0.010264133453080877,0.01296764522966759,0.9272689602905875
2006-05-17,0.10404282639839735,0.010677719141005527,0.013095695274245197,0.010489926514083227,0.013228609851386137,0.7038055647974982
2006-05-18,0.10381556332483959,0.010677719141005527,0.013095695274245197,0.010524702146130547,0.013257403316144445,0.563772309132541
2006-05-19,0.1035168461225831,0.010677719141005527,0.013095695274245197,0.010528566170850491,0.013253404311257207,0.48064378303790606
2006-05-22,0.10355723183840149,0.010677719141005527,0.013095695274245197,0.01053793340850901,0.013263834608146292,0.46784473640688284
2006-05-23,0.1033204911720554,0.010677719141005527,0.013095695274245197,0.010555469415470064,0.013275138972421078,0.36631687351403747
2006-05-24,0.10336424073911543,0.010677719141005527,0.013095695274245197,0.01054417444126486,0.013264995602939323,0.40475050190178946
2006-05-25,0.10419622414707444,0.010677719141005527,0.013095695274245197,0.010569076642717085,0.013311797815907625,0.5497847352769417
2006-05-26,0.10413397026361575,0.010677719141005527,0.013095695274245197,0.010567845496606554,0.01330892798235258,0.5374827828275078
2006-05-30,0.10587024475564509,0.011010185083944178,0.013705774000171537,0.010817789023745777,0.013604574862475474,0.36195940184373554
2006-05-31,0.10568278855747826,0.011010185083944178,0.013705774000171537,0.010756951854899825,0.013538803348954688,0.46135216097904685
2006-06-01,0.10576547033071838,0.011010185083944178,0.013705774000171537,0.010761660253874336,0.013545688151651684,0.47018549587277153
2006-06-02,0.10577628791508453,0.011010185083944178,0.013705774000171537,0.01075701745823298,0.013541330103542465,0.4838687023741756
2006-06-05,0.10641795893313502,0.011010185083944178,0.014082028853797723,0.010842914840102972,0.01364411796970626,0.4349878774903241
2006-06-06,0.106473152820374,0.011010185083944178,0.014082028853797723,0.01086269763456679,0.013665353613775718,0.40147621900099095
2006-06-07,0.10651590407048661,0.011010185083944178,0.014082028853797723,0.010870823588597027,0.013674604894177652,0.39257035839169113
2006-06-08,0.10672834538975003,0.011010185083944178,0.014082028853797723,0.010856270039980695,0.013665643364937972,0.4781259126232341
2006-06-09,0.10669213251016024,0.011010185083944178,0.014082028853797723,0.01090643120624979,0.013714851312101421,0.3509481863143689
2006-06-12,0.10719919950445184,0.011126795872163175,0.014098844837543688,0.01098572686916652,0.01380749432414576,0.2863925515199099
2006-06-13,0.10769843931916347,0.011126795872163175,0.014098844837543688,0.011074402171674063,0.013909310943639768,0.19861613331831202
2006-06-14,0.10785911207343991,0.011126795872163175,0.014098844837543688,0.011077859931411067,0.013916998036720817,0.22913833420407587
2006-06-15,0.10916537925099339,0.011126795872163175,0.014098844837543688,0.011162849500570792,0.014036372025038213,0.34265024559218227
2006-06-16,0.10911369112572807,0.011126795872163175,0.014098844837543688,0.011201622634687422,0.014073784590509212,0.24089619563826897
2006-06-19,0.10920868447542688,0.011126795872163175,0.014098844837543688,0.011256893537536825,0.01413155597045041,0.13586098921662626
2006-06-20,0.10921250573208706,0.011126795872163175,0.014098844837543688,0.011240029965955137,0.014114792984486252,0.1756813248322987
2006-06-21,0.10963203281044735,0.011126795872163175,0.014098844837543688,0.011237258966524374,0.014123065051250683,0.28129791769996837
