Date,AAPL,ABT,BAC,CVX,GS,INTC,JNJ,JPM,KO,MCD,MSFT,PFE,PG,WMT,XOM
2005-01-04,0.010218228549698448,-0.010121609995700888,-0.013871235606025411,-0.0069002819288093665,-0.006500163477720629,-0.02014071852232788,-0.003185198894071022,-0.01035973889147357,-0.014061258762212066,0.00813777889992719,0.003733008313515127,0.0,-0.012580994995050268,-0.0024397417825269426,-0.006810564121280283
2005-01-05,0.008720022712526518,-0.011538359224475056,-0.011634311988340551,0.006506952335760138,-0.004517644242306237,-0.00977855616592307,-0.0006383482332707649,0.002080916092960614,-0.0046491588577958,-0.007823727863946485,-0.002237489844881202,-0.006828997911343719,0.010404166720409527,0.0013142142589438258,-0.005240342088673819
2005-01-06,0.0007748685979839501,0.02230263806408537,-0.0015469493220834486,0.016567981791368373,0.01368257053992646,0.0031217530875497423,0.002869030051195456,0.00569888917810535,0.008304405102122587,0.007823727863946498,-0.001121040084158341,0.0007607823333551439,0.004891061815985887,0.014160891460301266,0.012650068858556938
2005-01-07,0.07028211228156547,0.016985682335836035,-0.010895075018605998,-0.011275227696271496,-0.004285517177505694,0.01502479491412893,-0.003667427232447136,-0.008040626935601976,0.0012156576172041747,-0.0065675510040291525,-0.00299507855042651,0.0003805024300477009,0.010425608691140507,-0.00111029807731574,-0.006606191045360412
2005-01-10,-0.004195891355823883,0.00963774248172419,0.01244202434068933,0.004486284382526566,0.0019067057905418493,0.0035028610533213525,0.007796476406942093,-0.0033909499636362583,0.005572579103563136,-0.006295331205358017,0.004862470466941357,0.005308809523367504,0.007837678054478643,-0.005013881442810574,0.0038090075996702302
2005-01-11,-0.06593171363436347,-0.018519303803231666,-0.002431840616133645,0.00038916942819504135,-0.007745453932695077,-0.014971715550356065,-0.003493195708733937,-0.009714716844389902,-0.005572579103563186,-0.018162095409714887,-0.002615658406933238,-0.011029057891371857,-0.0010653495888592358,-0.0024226743952047293,-0.0026045255646010884
2005-01-12,0.013844173770256053,0.002346254227174633,-0.002659381800781529,0.020984223595859944,-0.008677777859295993,0.027134962992686723,0.00697323861291895,0.0023710980311394047,0.0,0.0076876686372207344,0.0018693065745767634,-0.00459889007009084,0.003723556049961595,0.009101983638831461,0.014735245999148135
2005-01-13,0.06419490509278074,-0.019363527776422015,-0.01250641282440104,-0.008225454879717674,-0.0032007700096403184,-0.014789224169923435,-0.02155087743393187,-0.0058074773056115084,-0.010256293398264806,-0.014463093793551247,-0.019227987526061825,-0.027260518166324254,-0.01749398559070632,-0.008169272618825033,-0.0007908240968536687
2005-01-14,0.005713666639091323,0.004767754843602008,0.008726260259478511,0.00459941937933466,0.012358179449272385,0.008726308425560906,0.011711103537326802,0.0010587620971198072,0.005629600671244067,0.013505252696586256,-0.005725912487302484,-0.003163428597215684,0.006282998407898821,0.006503844818008795,0.010234067856617946
2005-01-18,0.0063896558710208684,-0.004550262068821533,0.018539758286027722,0.014992185078496008,0.007456444965566418,-0.0034815203568776534,0.005248998330837003,0.015483283985378512,0.006811089029966366,0.009219634391914356,0.007627814481826998,0.001978802680112279,0.001966575126104764,0.009218174899792429,0.00838446910949571
2005-01-19,-0.010958065613056829,0.00021681648896749076,-0.01675933991100686,-0.00756316897315624,-0.008993159150723648,-0.014932337938378006,-0.003336617316304505,-0.014690322669832612,-0.003643080976141234,0.0006324814578402353,-0.013002084419261319,-0.01674036489612652,0.016723070374087132,-0.01311601864197345,-0.008776010858765101
2005-01-20,0.0082654728073798,-0.00653558327258324,0.0075322899259812285,-0.013951334305481502,-0.0063623691186556995,-0.0008854973159885305,-0.0052672584515985705,-0.01571485492037385,0.005580252986350394,-0.005390774399272201,-0.004630139024865983,0.004011190558392664,0.00035283276129485184,-0.007652844088104477,-0.006485681910259958
2005-01-21,0.00042577111533887406,0.005014359924282302,-0.004867387507221454,0.0003847438602264953,0.0017435476251222593,-0.0071107297788594575,-0.0102942994330858,-0.01079621580441321,-0.010214246225082019,-0.006379888988840524,-0.008153878540727763,-0.02021951713285384,-0.01869164750965204,-0.006767896351425017,-0.005535300629163037
